name,lat,long,Score
Kowloon Vegetarian Restaurant (closed),NA,NA,99.190137
Bamboo Garden Vegetarian Cuisine,NA,NA,48.37588645
Mexican Vegetarian Cuisine,NA,NA,49.95076913
Panchavati Indian Vegetarian Foods,NA,NA,96.42089912
Vegan Cafe,41.58865465,-88.05775141,25.30949128
Maoz Vegetarian,40.78842671,-74.04331473,53.55230297
Choices Vegan Cafe,25.84773252,-80.18353153,2.803695186
Maggies Vegetarian Caf��,40.8161534,-96.710032,80.17215693
Senbeb Vegetarian Restaurant,NA,NA,75.33161696
Bodhi Tree Vegetarian Cafe,33.66120199,-117.9989177,77.64187229
Imagine Vegan Cafe,NA,NA,33.00009275
The Vegan Nom,NA,NA,69.4024773
Happy Family Vegetarian Cuisine,NA,NA,76.35283268
Veganesse,NA,NA,74.9550186
Moncai Vegan,NA,NA,33.76365455
Loving Hut Vegan Cuisine,NA,NA,36.63041927
Pat Greer's Raw Vegan Kitchen,NA,NA,2.125587167
Haveli Vegetarian Cuisine,47.67218,-122.119316,42.42779982
Royal Greens Vegetarian,NA,NA,79.23581596
Noble Vegetarian,NA,NA,41.72095505
Vegetarian Connection,25.96677,-80.20588,8.700759449
Chelsea's Bakery Vegetarian,33.76142,-84.25045,32.89846826
Quan Yin Vegetarian Restaurant,29.7039958,-95.5691278,11.82201059
An Hy Quan Vegetarian Restaurant,35.09598,-106.51567,4.151990485
Chandni Vegetarian Restaurant,NA,NA,75.16664447
Eden Vegetarian Cafe,44.38393,-68.20332,41.16996283
Araya's Place - Vegan Thai,NA,NA,41.12659296
Vegan Nirvana,NA,NA,10.05658831
Living Well Vegetarian,36.001095,-88.42651,32.52901545
Teapot Vegetarian House,47.62141,-122.31267,27.65019035
Thai Vegan Restaurant,35.145041,-106.585335,34.61552473
Simple Bliss Vegan Cafe,NA,NA,65.4377146
Veganized,35.64706,-82.58103,84.81132399
Herbivours Vegetarian Cuisine and Such,47.538216,-122.2815,86.56291079
Golden Lotus Vegetarian Restaurant,NA,NA,33.81443228
I Love Vegan,NA,NA,23.1397302
Cafe Jay - Pan Asian Vegetarian Food,NA,NA,65.27111777
Fresh Picked Vegetarian Delicatessen,NA,NA,69.34935953
Grins Vegetarian Cafe,36.14489699,-86.80641314,87.03898983
Belmont Vegetarian - Closed,42.27244,-71.78909,85.46138237
Quan Yin Vegetarian Restaurant,NA,NA,60.91225953
Leonor's Vegetarian Mexican Restaurant,NA,NA,90.85848929
Vegan Picnic,40.71963,-73.985076,86.22273332
Vegetarian Paradise,33.723026,-84.16789,38.78902485
Bright Star Thai Vegan,NA,NA,7.896997581
The Happy Bamboo Vegetarian Cafe,NA,NA,14.9463616
Tree House Vegetarian Restaurant,38.60013638,-90.24279356,35.63086208
"Lotus Leaf Cafe Creperie, Lotus Leaf Cafe & Creperie",37.684,-97.34777,2.539691327
Dosa Hut,40.7421,-73.98286,49.69105725
Rawsome Nana,44.022053,-70.439285,16.53065691
Anchor Inn Restaurant - Closed,43.94719,-69.45914,54.89943002
Lotus Cafe,43.480774,-110.763916,65.69193398
Aladdin's Eatery Grandview,39.98684,-83.04502,85.55674988
Empress Taytu Ethiopian Restaurant,41.52366,-81.648865,36.67960018
Pizza Fino - Grand Parkway,NA,NA,18.66493415
Ben & Jerry's,30.293015,-97.827365,5.422124857
Jambo Safari Restaurant,32.804157,-96.77397,19.56526537
The Red Avocado,41.660053,-91.52838,96.18745984
Taos Chili,42.726757,-87.78389,12.76104709
Squeaker's Cafe Health Food - Closed,41.37604,-83.65046,10.13901041
Sabri Nihari Grill,41.860626,-87.997604,93.3586997
Chicken Express,NA,NA,37.47639209
Brocka Desserts,NA,NA,42.2641166
Gandhi Mahal Restaurant,44.947746,-93.23317,9.18522458
Bliss Raw Cafe & Elixir Bar - East Dallas/lakewood - Dallas,32.8121973,-96.7754493,11.14314622
"Douglas A. Blose Md, Inc.",33.940517,-117.983339,89.40733629
Govinda's Restaurant,NA,NA,77.04242375
Carmen's of Evanston Pizzeria,42.04849,-87.686195,55.38362589
Caffe Dei,47.25543,-122.47029,87.7800417
Chef Anna,36.35743,-82.3656,84.86864477
La Piccola Cucina,33.472496,-112.06509,71.69174522
"Kung Fu Thai Chinese Restaurant, Kung Fu Thai & Chinese Restaurant",36.126392,-115.19022,9.848309897
Pho Vietnam Restaurant,35.3781,-94.40851,44.5721011
Country Life Health Food Store,32.469457,-84.963752,40.79808972
Tabouli Middle Eastern Cuisines,40.02453,-75.324585,9.689353426
The Artist Cottage At Volcano Garden Arts,19.4352,-155.22394,67.50129834
John's Place,41.92163,-87.65842,68.45791188
Common Knowledge Bookstore and Tea House,48.27695,-116.55942,55.666263
Udupi,42.27713,-71.73754,50.06007384
Imo's Pizza,38.7790417,-90.5089864,11.98580734
Bakery 13,40.806965,-96.68591,18.867555
Taco John's,38.796421,-104.756629,35.01560884
Chand Palace,40.8660006,-74.4240002,25.72168234
Pizza Pro,31.714303,-94.678141,4.803079929
Azad India Restaurant - Closed,39.270805,-84.37413,23.83029333
California Pizza Kitchen,40.2561676,-111.6483986,44.75098379
Beau Rivage Buffet,30.392998,-88.891846,67.45553533
The Harvest Grille,42.360096,-71.88189,89.18976863
Mr Jim's Pizza,34.153876,-99.311099,56.08614493
Zaxby's,32.659977,-83.743515,37.71894711
Sol Food Natural Market Cafe,36.50073471,-105.6155449,21.756395
Rubio's,NA,NA,83.16827972
Fazoli's,NA,NA,56.28820008
Pizza Pro,NA,NA,56.0992703
Pizza Pro,34.465004,-93.144455,10.9907235
Jet's Pizza - Monroe,41.9274,-83.4125,91.53618776
Big Deal Burgers Custard,43.015537,-88.01711,84.06454722
Pittsburgh Thai Restaurant By Boris,40.504898,-79.843544,6.446377937
Alba Seaside Italian - Closed,25.936483,-80.12085,88.29079509
Jade Monkey,47.6513353,-122.3499448,53.46093246
Tony's Pizza,40.6052984,-73.9810824,4.411822354
Manchu Wok,NA,NA,38.44186008
Western Sizzlin Steak House,37.29417,-93.298607,73.07532355
Great American Bagel Inc - Palatine,42.1251,-88.0628,76.92495425
Skewers,32.891148,-117.201648,25.73346118
Froots,34.057526,-84.380008,45.37167555
Le Poeme,40.722717,-73.99408,56.18237421
Cuisine Swapna Indian,33.8884,-84.4736,81.80676777
India Paradise,NA,NA,15.18612041
The Harvest Table,27.19779,-80.25108,29.61654385
On The Border Mexican Cafe,32.6796589,-97.092191,90.20269206
Lone Star Steakhouse & Saloon,42.994668,-83.72771,37.92702575
California Pizza Kitchen,34.15892,-118.82131,33.93058263
Marco's Pizza,41.1009,-81.437614,85.16028632
Backyard Pizza and Raw,38.421432,-82.44491,92.07474117
Buca Di Beppo - Closed,29.914001,-90.04838,75.42166596
Foody's,30.481651,-84.16802,84.53663996
Indian Flavors,42.32395,-83.410995,74.20056877
Wiseguys Pizza,45.16338408,-93.04142293,71.56446503
Pizza Pro,35.59788,-92.309289,9.01877763
"Corner Bakery Cafe, Maggiano's Little Italy",41.84990388,-87.95113564,16.92215456
Toppers Pizza,NA,NA,0.884559778
Simple Simon's Pizza,35.53045,-95.11642,84.88210911
Aago,37.082005,-76.4809,59.71588293
Brasil,29.742568,-95.402172,57.83430572
Burger King,29.8084784,-95.16228362,6.202077197
Latino Sports Bar,29.726316,-95.501381,26.1544836
Kuhar's Pizza Oven - Painesville,41.7149,-81.2072,1.284030783
Seed + Salt,37.8004837,-122.440155,24.5780573
Clambake Charlies,NA,NA,41.14892242
Underground Indian Cuisine,32.86737,-96.93948,46.10590271
Pat's Family Restaurant,39.811473,-75.015303,71.3074689
Pizza Ranch,42.993504,-96.48529,7.233474967
Jimmy John's Sandwich Delivery,40.098198,-88.276938,67.60068302
Firehouse Subs,33.8046921,-78.7287893,77.34006572
Carol's Market and Deli,38.87775,-121.13085,4.644220771
Suncafe,34.138723,-118.365953,67.53309098
Ristorante Santucci,26.715347,-80.053325,92.36907183
Farmhouse Kitchen,26.346175,-80.084563,12.12136821
Hinesburgh Public House,44.3298147,-73.1101704,22.43020575
Christopher's At Eagle Hill,44.460789,-67.934173,64.5652395
George's California Modern,32.849302,-117.27149,4.193683333
Nawab Indian Cuisine - Virginia Beach,36.852992,-76.022298,6.819669749
Trails Cafe,39.46634,-95.74786,58.1015605
Itto Sushi Japanese Restaurant,41.929504,-87.64891,88.29186887
Kurry Pavilion,40.743232,-73.980332,0.321276199
Spice Affair,34.066767,-118.375962,58.32944007
Infini-t -cafe,40.351005,-74.660634,68.8013484
Bistro Colorado,39.68699,-105.361188,23.67332985
Real Food Daily - Pasadena,34.141086,-118.131953,27.04236098
Pelago,41.898824,-87.621671,51.35611258
Gaetano's - Batavia,41.850259,-88.306116,37.50496723
Taj of India - Crystal City,38.853573,-77.053792,65.30320109
The Restaurant At Gideon Ridge,36.115919,-81.656566,34.23791467
The Franklin,29.965668,-90.051037,56.55438405
Brasilia Churrasco Steakhouse,35.596715,-82.550918,62.15718426
Red Moon Lounge,34.157348,-118.405869,85.19450447
Mansions On Fifth Hotel,40.447819,-79.938378,91.31054617
Candle 79,40.774795,-73.958524,81.87283256
Big Bowl,41.892498,-87.62615,22.05249081
Zest Kitchen & Bar,40.763194,-111.896424,27.95836497
The Saint Street Inn,30.215328,-92.023374,71.44191967
Brixx Wood-fired Pizza - Northfield / Stapleton,39.785463,-104.895322,47.91134073
312 Chicago,41.884112,-87.632583,45.30018284
Teaism Lafayette Park,38.9002,-77.03798,53.1252758
Tokyo Japanese Steakhouse Sushi Bar,30.057678,-94.13771,30.05855096
Amy's Place,42.95198,-78.825,36.94026711
Apollo Cafe,43.05296,-87.894775,30.60425553
Cafe Matt & Meera,40.744192,-74.029307,88.05859327
Chez Nous - Ny,42.816068,-73.935164,85.62617397
Maka By Mana,20.913902,-156.378876,88.77362383
Hugo's West Hollywood,34.090835,-118.372992,90.37731585
P.s. & Co.,39.948657,-75.169753,72.45018866
Cafe Gratitude - Larchmont,34.082841,-118.323896,52.54987849
Hugo's Agoura Hills,34.144194,-118.755145,79.95626065
Nani's Ristorante & Bar,43.482514,-110.763703,52.01596433
The Grand Oak Steakhouse,33.96526,-116.94447,85.87668818
Cuisine Limousine -cuislimo,47.676106,-122.206002,34.22880314
Mel's Market,47.605627,-122.334013,43.53611606
In The Bowl,47.618702,-122.325632,21.78506395
Le Village,40.7262694,-73.9836761,28.19218921
Udupi Caf�,33.449,-111.9265,5.379280205
Acacia Real Food & Cocktails,32.32275,-110.928941,57.24526022
Agave Cocina & Cantina - Redmond,47.671748,-122.111897,2.544935925
Ayuttaya Thai Cuisine,29.164324,-82.168843,31.41795961
Bandung,43.076762,-89.374075,62.79277553
Cafe Devine,41.766403,-75.05823,0.846467985
City Council Restaurant & Bar,32.796658,-96.797166,39.09779806
Firehouse Market,42.70102,-74.92403,0.174364065
Three Muses,29.963276,-90.05789,48.55952362
Maps,43.657692,-70.253944,97.2527451
Pulp Juice and Smoothie Bar,40.02969291,-83.11607838,0.795442653
Cafe Gratitude - Venice,33.997981,-118.47331,13.67139121
Cafe Gratitude - Arts District,34.045924,-118.232603,90.01446901
Bice - San Diego,32.710436,-117.160789,52.74926246
Macheezmo Mouse,45.587405,-122.589449,84.9558092
Chang's Mongolian Grill,45.53415,-122.537612,30.44471228
Bandini Pizza & Pasta,45.548519,-122.661755,72.36709055
Zaiaka Authentic Indian Csn,40.468118,-79.711171,11.61551035
Nature's Table,NA,NA,95.54130638
Cioppino,40.454458,-79.982722,3.608850429
Goodwell's Natural Foods Market,42.35007624,-83.06522369,50.82607568
Mighty-o Donuts,47.668789,-122.333216,4.372325182
Alba Restaurant,41.59175261,-93.61074181,40.7248926
The Star,37.814245,-122.246365,41.56244124
Encore Cafe,38.96535673,-95.236025,63.18345344
The Tomato Head,35.92933865,-84.03062865,15.12510263
Restauration,33.771594,-118.15998,42.11433261
Rasoi Indian Kitchen,38.902361,-77.042389,93.02591377
Beatrice & Woodsley,39.715826,-104.987133,33.04912908
Veggie Grill,33.65092251,-117.7432251,51.2519728
Seasons 52,27.94639637,-82.52480649,74.09473088
Leonardo's 706,29.652071,-82.33189,61.51794334
Butter Cafe,39.74282989,-84.18223779,84.21244144
The Black Sheep,37.55103994,-77.44884913,28.40538221
Laughing Planet Café,39.518745,-119.81076,44.93680477
Juice Press,NA,NA,31.72414247
Vimala's Curryblossom Cafe,35.91059,-79.0624,24.08851741
Buds,40.76295048,-111.8763776,13.96937036
Calafia Café & Market A-go-go,37.43825328,-122.1582913,50.90445059
Veggie Grill,33.72277259,-117.7900143,73.97266645
Cafe Gratitude,37.758952,-122.412649,12.50009578
Peasant Pies,37.751373,-122.434444,18.41745319
Strong Hearts Cafe,NA,NA,52.81851827
Eb and Bean,45.53516104,-122.6509117,75.30903145
Western Sizzlin Steakhouse,35.0905785,-92.4277475,39.48019492
Cafe Metropole,33.344246,-118.32632,42.70649884
Tamarind Tree,47.59934,-122.31805,46.62141301
The Sea Bean,60.10214,-149.44048,61.8600063
Punjabi Tandoor,33.83286,-117.91304,34.71200973
Gilardi's Ristorante,37.206734,-93.28411,44.67545767
Bomba Tacos Rum,25.977903,-80.140564,16.92969886
Three Amigo's,36.72446,-76.24115,2.453782521
Wok Express - Euless,32.832763,-97.100144,31.42511127
Marco's Pizza,41.750573,-83.625729,33.56434548
Ellyssa Restaurant (reported Closed),40.762584,-73.989412,32.88871963
Smoothie King,NA,NA,81.95828997
Roots On The Square,39.166824,-86.533625,83.02222766
Holy Fruit's Juice Bar & Natural Food,NA,NA,83.06101133
Summit Eatery,NA,NA,45.73407105
Domino's Pizza,30.438627,-90.46361,47.33470645
Shakedown Street,NA,NA,90.44704174
Kan Zaman,41.89292,-87.634094,27.89326325
New World Cafe,41.587955,-93.61463,48.62233326
Bubba Jack's,33.82438,-117.51448,83.07380126
Udupi Cafe,35.791096,-78.768715,20.8423858
Fresco,41.481655,-81.836296,12.04625712
Namaste Cuisine of India and Nepal,35.23582,-106.65663,24.44551561
Chicory,NA,NA,21.63045761
Pizza Inn,32.8235615,-97.1641601,58.70901901
24 7 Emergency Locksmith,40.633545,-73.983328,91.31805214
Gourmet Carrot,25.78,-80.142,21.21210841
Souper Salad,32.6791314,-97.0910306,47.04741193
B & H Dairy,40.7283086,-73.9878997,86.43977207
El Quinto Sol,27.562872,-99.45373,30.20711145
Nature's Corner Cafe and Market,43.96835,-124.10776,8.195677171
Green Zenphony,NA,NA,36.48003441
Amelia's Garden LLC,34.5051227,-110.0787142,10.20742871
Irie Zulu,43.06055,-88.003204,39.35131711
G S Inc,40.674644,-73.80414,35.33152927
World Peace Cafe,NA,NA,72.09529851
Outpost Natural Foods,21.09109,-157.02216,65.73327134
Maharaja,40.7487224,-73.8923726,28.58260187
Fern,35.22,-80.82,54.622593
Ambar India Restaurant,39.14383,-84.52143,92.56244626
Solstice Wood Fire Cafe,45.716114,-121.470276,76.94076046
Sido,40.777664,-73.97869,95.56173868
Rainbow Natural Foods,NA,NA,74.26787864
Table Verte,40.726473,-73.983958,69.34169585
Ivy J Cookin,44.039691,-123.121508,41.535026
Island Style Roadside Cafe,NA,NA,33.0833385
Qdoba Mexican Grill,33.0269672,-96.7806355,66.80368153
Love Whole Foods Cafe Market,29.103647,-81.03234,88.04799936
Dig Foods,NA,NA,40.55312601
Mayberry,34.0481537,-118.5248875,55.95953545
Heart & Soy,NA,NA,97.22979644
The Living Temple,NA,NA,69.93697823
Lassen's Natural Foods & Vitamins,NA,NA,50.82163896
Domino's Pizza,31.608778,-89.20363,37.28136567
Huong View Vietnamese Testaurant,NA,NA,80.57748092
Juice and Shakes,33.542606,-117.78458,92.65443184
Red Robin,39.029476,-77.424537,88.89827896
Aroma Indian Restaurant,38.901333,-77.043724,36.14939986
Heart City Nutrition,NA,NA,52.10695569
Catch A Healthy Habit Cafe,41.141987,-73.2569,90.59552097
Nozumi Japanese Cuisine,42.07186,-88.17995,23.95435983
Art of Salad,40.45571,-74.40047,91.11846244
Saffron Sky,32.77086,-97.287445,53.07555702
New Larosh Restaurant,41.88572,-87.63441,50.26582221
Sweetgreen,NA,NA,22.67486355
Tastebuds,39.147807,-123.206965,6.429285356
Armadillo Grill,34.87524,-83.96849,69.5481107
Pulse Café - Organic Boba,NA,NA,58.32718758
Verts Kebap - South Lamar - Austin,30.2527473,-97.7643487,37.03129372
D.s. Farmer's Market,NA,NA,24.27024697
Cafe 422,NA,NA,4.932357138
Olive Bistro Midtown,33.773335,-84.36521,67.63021722
Kuzina By Sofia,NA,NA,3.085472423
Kaleidoscope Kitchen,NA,NA,46.70520293
Fandangles,43.05978,-83.80835,60.85049162
Cafe Oi,33.8198327,-118.3883375,35.77604115
The Healthy Alternative,NA,NA,70.52236193
Cocobeet,42.35966566,-71.05908852,40.35713411
Simple Pleasures Cafe,20.889006,-156.50357,21.94262714
Vegetable Delight,34.2649,-118.52228,26.00720875
La Serenata De Garibaldi,34.016197,-118.49492,2.732375265
Native Foods,NA,NA,90.37416091
A Little Bit of Heaven,33.96535,-84.41561,34.57725481
Golden Horse Co Inc,38.8910875,-77.0866998,36.37933956
Jose Mcintyre's,42.35857,-71.05294,99.88251709
Celebrity Delly,38.865998,-77.197424,91.5729721
Wheel of Life,NA,NA,57.41160365
Mazzios Italian Eatery,35.77104,-91.64093,99.39550319
Olympic Gyros,33.487682,-112.03019,62.88314926
The Owl House,43.150352,-77.60171,52.93295421
Crab Shack,43.10603,-77.61582,62.08684889
Tasty Harmony,40.586435,-105.0786173,50.17406412
Panda Express,NA,NA,77.58875324
Pita's,36.71524,-81.93435,10.85204049
Worldfest,34.18398524,-118.4828237,4.949016853
Souen Soho,40.72692955,-74.00325818,95.67076312
Tropical Smoothie Cafe of Westchester Commons,37.51344917,-77.69377028,47.470997
Superfood Cafe,34.020529,-118.496574,97.87428646
Plumeria,NA,NA,65.90786928
Little Anthonys,NA,NA,23.11083802
Shanghai Garden,38.57478218,-121.4647186,40.89992316
Samosa House Sunset,34.08542,-118.27484,92.53661154
Hugo's Restaurant,NA,NA,77.62955483
Lebanese Taverna,38.885864,-77.142223,8.389182748
Wegmans Market Cafe,40.23065206,-75.13274668,95.43915095
White Dog Cafe,40.012808,-75.299931,45.38525251
Pure,NA,NA,90.70172655
Callahan's Mountain Lodge Restaurant,42.07317,-122.60234,29.67386049
Great Wraps,41.57946,-88.16565,24.28483857
Punjab Sweets,47.389979,-122.202923,32.572477
Indigo Casual Gourmet Cafe,39.053135,-84.549474,53.45542813
Issei Noodle Take-out,40.03887,-76.30587,64.67936914
Pixie Retreat,45.511033,-122.662808,75.13477941
Miel,36.15135,-86.85128,70.24017319
Yamas Mediterranean Cuisine,21.378197,-157.72926,96.90310691
Ristorante Santucci,26.715347,-80.053325,66.23333746
Christopher's At Eagle Hill,44.460789,-67.934173,15.21770813
George's California Modern,32.849302,-117.27149,37.28972302
Nawab Indian Cuisine - Virginia Beach,36.852992,-76.022298,32.82922714
Itto Sushi Japanese Restaurant,41.929504,-87.64891,44.37336358
Kurry Pavilion,40.743232,-73.980332,32.46783359
Spice Affair,34.066767,-118.375962,68.74620677
Infini-t -cafe,40.351005,-74.660634,16.52082731
Bistro Colorado,39.68699,-105.361188,14.17375956
Real Food Daily - Pasadena,34.141086,-118.131953,94.6870038
Pelago,41.898824,-87.621671,14.21626188
Gaetano's - Batavia,41.850259,-88.306116,57.11265543
Taj of India - Crystal City,38.853573,-77.053792,3.136141541
The Franklin,29.965668,-90.051037,43.05484453
Brasilia Churrasco Steakhouse,35.596715,-82.550918,0.293789571
Red Moon Lounge,34.157348,-118.405869,15.99775453
Candle 79,40.774795,-73.958524,10.678887
Big Bowl,41.892498,-87.62615,63.73730614
Zest Kitchen & Bar,40.763194,-111.896424,50.58079856
The Saint Street Inn,30.215328,-92.023374,78.56501462
Brixx Wood-fired Pizza - Northfield / Stapleton,39.785463,-104.895322,30.38146602
Tokyo Japanese Steakhouse Sushi Bar,30.057678,-94.13771,1.734084395
Cafe Matt & Meera,40.744192,-74.029307,82.17856271
Chez Nous - Ny,42.816068,-73.935164,24.88389545
Maka By Mana,20.913902,-156.378876,26.51179179
P.s. & Co.,39.948657,-75.169753,7.575003484
Hugo's Agoura Hills,34.144194,-118.755145,3.237574849
Nani's Ristorante & Bar,43.482514,-110.763703,23.12670118
Mel's Market,47.605627,-122.334013,10.37712235
In The Bowl,47.618702,-122.325632,65.30929467
Le Village,40.7262694,-73.9836761,81.46390101
Udupi Caf�,33.449,-111.9265,22.46021187
Acacia Real Food & Cocktails,32.32275,-110.928941,19.77442799
Agave Cocina & Cantina - Redmond,47.671748,-122.111897,50.85634891
Cafe Devine,41.766403,-75.05823,54.66607953
Firehouse Market,42.70102,-74.92403,23.91337232
Three Muses,29.963276,-90.05789,23.49550143
Maps,43.657692,-70.253944,88.96790001
Pulp Juice and Smoothie Bar,40.02969291,-83.11607838,35.46641547
Cafe Gratitude - Arts District,34.045924,-118.232603,7.392354826
Bice - San Diego,32.710436,-117.160789,85.99585408
Chang's Mongolian Grill,45.53415,-122.537612,14.14391081
Zaiaka Authentic Indian Csn,40.468118,-79.711171,2.73454578
Cioppino,40.454458,-79.982722,36.04309222
Goodwell's Natural Foods Market,42.35007624,-83.06522369,12.68530805
Pizza Hut Wing Street,NA,NA,83.82512305
Magic Bean Cookshack,43.55427,-72.53001,91.65202635
Desert Moon,40.1343456,-74.2240284,43.43466663
Firehouse Subs,33.925936,-84.470527,36.23095064
Souper Salad,33.63987862,-112.2198433,9.361673787
Ivar's Seafood Restaurant,47.790181,-122.365741,2.926903843
Terra Garden Grille,33.858196,-84.341446,60.88649013
Max Erma's,39.968803,-83.00339,1.655052109
Domino's Pizza,29.875828,-90.046585,86.07734462
Energy Fuel,40.61535326,-74.03150082,93.07229857
Pei Wei Asian Diner,NA,NA,43.56091523
Village Buttery,33.33021,-105.66681,79.82635177
The Stadium Burgers and Brew,41.66118,-72.86536,38.78216622
Secret Sandwich Society,38.055668,-81.104706,79.58962347
Planet Smoothie Ukiah CA - Hours Reviews & More,39.1534,-123.199059,78.16797346
Keweenaw Co-op Natural Foods & Groceries,47.13,-88.6,55.73295944
Life Line Tropical Island Cuisine & Juice - Rogers Park/west Ridge - Chicago,42.013686,-87.680367,30.71811897
Domino's Pizza,29.90856,-90.02901,34.04583284
Ella Purls Trading Post - Closed,29.72613,-99.76277,35.03055053
,42.96179,-78.75134,83.81111392
China Fu,35.906034,-78.589409,38.74539407
Bonefish Grill,38.3079309,-77.512191,85.60904617
Sonny's Real Pit Bar-b-q,NA,NA,83.24168851
Bagel Junction,42.166767,-123.64635,81.91951323
Western Sizzlin Steak House,35.67334,-77.905319,90.73550895
Fox's Pizza Den,NA,NA,96.30111018
The Restaurant,43.591927,-71.22924,18.6885058
,NA,NA,57.14479305
,37.97619,-122.54932,32.67277758
,NA,NA,8.19054084
Boston Market,39.72739,-104.94061,24.38263938
Green Symphony,NA,NA,8.583274047
,NA,NA,87.82959287
,34.025215,-118.39491,87.36148149
,34.15779,-118.15058,98.71778868
,47.620113,-122.3209,42.33354115
,NA,NA,85.76969383
,41.812164,-87.97484,10.7000131
,NA,NA,69.00057829
Juice Press,NA,NA,31.01103594
,35.6724,-105.94807,70.1644515
Chopstick Express,NA,NA,12.04246958
,40.777664,-73.97869,9.351546493
,34.722336,-83.45037,8.036856053
Pete's New Haven Style Apizza,NA,NA,77.88236231
Fern,35.22083702,-80.8157973,47.41541187
The Pita Pit,NA,NA,99.6442903
,36.687057,-121.79824,20.92504588
,38.8754425,-77.0000458,24.02435724
,43.087692,-88.146416,25.23467465
Razan's Organic Kitchen,NA,NA,32.39396311
Taco Party Food Truck,NA,NA,36.57799995
,33.909622,-84.29703,43.10805489
,NA,NA,20.15400274
,NA,NA,58.17272166
Oxheart Restaurant,NA,NA,26.86234864
,34.009445,-118.492584,8.129039809
The Gypsy Den Grand Central Café,NA,NA,47.93933643
,33.83286,-117.91304,58.76753888
Zorbas,39.08153,-84.88334,21.21527352
,42.05254,-70.18491,57.70364571
Bangkok Cuisine,NA,NA,38.20682136
Thai Bamboo Northridge,34.23513,-118.55356,45.60865647
Hotch-a-do,NA,NA,28.69364714
Suncafe Organic,NA,NA,39.02659066
Taco Sisters,30.223724,-92.0149,40.64362298
,NA,NA,81.36178877
Nectar House Café,NA,NA,88.033301
,NA,NA,23.81678271
,NA,NA,9.624353573
,NA,NA,75.83612471
Duck's Cosmic Kitchen,NA,NA,93.86608192
Seven Seas Thai Cuisine,33.84293,-117.53375,42.87368256
Gratitude,NA,NA,25.3324243
No Udder Desserts,NA,NA,63.26394465
Burbank Certified Farmers' Market,NA,NA,43.30450842
,NA,NA,71.63014213
Whole Heart Provisions,NA,NA,88.52743899
,NA,NA,46.42718187
,34.14625,-118.25353,6.026277703
True Bistro,NA,NA,33.20220541
Aladdin's Eatery,40.53035533,-80.01045904,79.08377012
M Café,34.07022543,-118.4015883,7.878349123
Ocean Cafe,40.33711283,-74.06321076,20.91528221
Hugo's Studio City,34.157871,-118.413218,43.48186534
Ruby Tuesday,39.63643802,-78.83727726,23.32921931
Taco Loco,33.538933,-117.780621,37.15476005
Rosetta's Kitchen,35.598794,-82.55384,25.88121984
Glass Onion,35.69701,-82.560474,21.0371324
Tochka,34.090627,-118.386225,42.09612383
Queen of Sheba,38.561074,-121.490894,52.80239934
Health & Diet Center,36.663739,-121.659522,69.3734296
Sizzler,32.677681,-117.092067,30.21085267
Pacific Health Foods,34.398436,-119.518794,78.76091875
Sea Level City Gourmet,34.216913,-77.886918,93.34154591
Yogurt Star,36.822744,-119.827011,90.50375432
Copyco Document Ctr,33.721647,-116.375468,7.092513352
Woodlands Restaurant,NA,NA,38.73957593
Juice Press,NA,NA,72.11713009
The Black Sheep,37.55103994,-77.44884913,8.353021735
Flatbread Company,41.83008,-71.40024,64.47454355
Laughing Planet Café,39.51852389,-119.8102963,64.56168892
Chicas Mexican Cafe,35.539318,-97.53218,86.56308057
2nd Street Market,NA,NA,94.04758836
Tallulah's,47.624196,-122.306919,71.91725151
Tony Boloney's,40.73795,-74.03382,79.00220187
Dandelion Communitea Café,28.55208972,-81.36562661,84.72674093
Casa Del Matador,45.533262,-122.69855,73.26328614
Basil Café,44.274765,-88.41577,20.34402856
Native Foods,33.04810069,-117.2575444,68.5764151
Calafia Café & Market A-go-go,37.43873459,-122.1592757,4.328956368
Sub Culture Coffee,26.71342488,-80.05565066,85.10730802
The Plant Cafe Organic,37.799654,-122.437693,23.76071705
Peasant Pies,37.751373,-122.434444,30.69891906
Raw Satisfaction,37.765229,-122.426738,62.66467558
Rutabegorz,33.74197486,-117.8247576,21.29127171
Cafe Gratitude,37.758952,-122.412649,77.44514369
Jamba Juice,39.74546132,-104.9922528,98.27368106
T.g. Express Thai Restaurant,34.062,-118.270772,51.89709841
Pita Jungle,33.638129,-117.863371,51.41027732
Veggie Era,34.108044,-117.662915,85.00755548
Herbivore The Earthly Grill,37.774528,-122.437865,90.15917656
Village Wok,44.9736595,-93.2296076,63.01488604
Mellow Mushroom,38.96764347,-77.39635436,10.04172924
Pho Ngon 999,NA,NA,89.10021503
Field of Greens,NA,NA,37.349991
Protein Bar,41.87867009,-87.63515532,59.57851555
Saturn Cafe,36.969269,-122.024207,22.7824005
Agra Culture Kitchen,44.94884637,-93.2970845,27.26384207
Eastside Asian Market,28.56493119,-81.18599158,26.87454112
Tub Tim Thai,42.02626705,-87.751146,45.15547751
Âu Lạc - Vietnamese Humanese Cuisine,33.72254277,-117.9553706,6.391060875
Seasons 52,NA,NA,98.48107899
Laughing Planet Café,45.55023909,-122.675583,61.1129752
Baskin-robbins,42.25624303,-83.21400192,71.55237369
Earth Fare,34.94554,-81.02767,81.89461512
Via45,40.3507,-74.0652,40.31868355
Riverwest Co-op and Cafe,43.0656386,-87.901791,62.07492236
